year,i_iso3,j_iso3,f_migstock,f_migstock_t,migstock_gross
2012,NIU,WSM,6.423846967080608,9.111174694597722,15.535021661678329
2013,NIU,WSM,8.034442909657956,53.62140062797815,61.6558435376361
2014,NIU,WSM,11.393084213919938,19.366428071409462,30.7595122853294
2015,NIU,WSM,6.653433402534575,77.12208423600532,83.7755176385399
2016,NIU,WSM,2.6967813956085593,73.78590055508539,76.48268195069394
2017,NIU,WSM,7.66769045307301,58.914650650229305,66.58234110330231
2018,NIU,WSM,1.8470392094459385,33.301254311576486,35.148293521022424
2019,NIU,WSM,7.189833879703656,11.845127197215334,19.03496107691899
2000,NPL,AFG,0,0,0
2001,NPL,AFG,0,0,0
2002,NPL,AFG,0,0,0
2003,NPL,AFG,0,0,0
2004,NPL,AFG,0,0,0
2005,NPL,AFG,0,0,0
2006,NPL,AFG,0,0,0
2007,NPL,AFG,0,0,0
2008,NPL,AFG,0,0,0
2009,NPL,AFG,0,0,0
2010,NPL,AFG,0,0,0
2011,NPL,AFG,0,0,0
2012,NPL,AFG,0,0,0
2013,NPL,AFG,0,0,0
2014,NPL,AFG,0,0,0
2015,NPL,AFG,0,0,0
2016,NPL,AFG,0,0,0
2017,NPL,AFG,0,0,0
2018,NPL,AFG,0,0,0
2019,NPL,AFG,0,0,0
2000,NPL,AFR,35.859555618464945,0,35.859555618464945
2001,NPL,AFR,46.44958223991095,0,46.44958223991095
2002,NPL,AFR,199.33151573393496,0,199.33151573393496
2003,NPL,AFR,152.89311689510942,0,152.89311689510942
2004,NPL,AFR,105.01994365893304,0,105.01994365893304
2005,NPL,AFR,49.63451807163656,0,49.63451807163656
2006,NPL,AFR,155.9776770892553,0,155.9776770892553
2007,NPL,AFR,368.62562344703827,0,368.62562344703827
2008,NPL,AFR,227.0033099156432,0,227.0033099156432
2009,NPL,AFR,48.922548326402904,0,48.922548326402904
2010,NPL,AFR,139.32828826922923,0,139.32828826922923
2011,NPL,AFR,47.109685995699834,0,47.109685995699834
2012,NPL,AFR,552.0927259115504,0,552.0927259115504
2013,NPL,AFR,642.2506201610435,0,642.2506201610435
2014,NPL,AFR,388.7036909772083,0,388.7036909772083
2015,NPL,AFR,340.8044436799828,0,340.8044436799828
2016,NPL,AFR,566.6460831548669,0,566.6460831548669
2017,NPL,AFR,436.405287424312,0,436.405287424312
2018,NPL,AFR,659.2687169947312,0,659.2687169947312
2019,NPL,AFR,240.06329825818537,0,240.06329825818537
2000,NPL,ASM,0,0,0
2001,NPL,ASM,0,0,0
2002,NPL,ASM,0,0,0
2003,NPL,ASM,0,0,0
2004,NPL,ASM,0,0,0
2005,NPL,ASM,0,0,0
2006,NPL,ASM,0,0,0
2007,NPL,ASM,0,0,0
2008,NPL,ASM,0,0,0
2009,NPL,ASM,0,0,0
2010,NPL,ASM,0,0,0
2011,NPL,ASM,0,0,0
2012,NPL,ASM,0,0,0
2013,NPL,ASM,0,0,0
2014,NPL,ASM,0,0,0
2015,NPL,ASM,0,0,0
2016,NPL,ASM,0,0,0
2017,NPL,ASM,0,0,0
2018,NPL,ASM,0,0,0
2019,NPL,ASM,0,0,0
2000,NPL,AUS,1941.307282075286,0,1941.307282075286
2001,NPL,AUS,787.9630908395166,0,787.9630908395166
2002,NPL,AUS,655.687574064918,0,655.687574064918
2003,NPL,AUS,1049.8349349206314,0,1049.8349349206314
2004,NPL,AUS,2968.073064797744,0,2968.073064797744
2005,NPL,AUS,7103.5417211097665,0,7103.5417211097665
2006,NPL,AUS,15933.392586792634,0,15933.392586792634
2007,NPL,AUS,13083.818426002003,0,13083.818426002003
2008,NPL,AUS,4851.388049271145,0,4851.388049271145
2009,NPL,AUS,39994.7218886531,0,39994.7218886531
2010,NPL,AUS,48861.36466346681,0,48861.36466346681
2011,NPL,AUS,8728.79746648809,0,8728.79746648809
2012,NPL,AUS,61155.65739084035,0,61155.65739084035
2013,NPL,AUS,70305.56500970572,0,70305.56500970572
2014,NPL,AUS,68330.90744678117,0,68330.90744678117
2015,NPL,AUS,5933.54012097232,0,5933.54012097232
2016,NPL,AUS,48364.98988710947,0,48364.98988710947
2017,NPL,AUS,18782.366742608974,0,18782.366742608974
2018,NPL,AUS,46119.87016528458,0,46119.87016528458
2019,NPL,AUS,114037.68113982677,0,114037.68113982677
2000,NPL,BGD,16796.993714799544,634.4297218515537,17431.423436651097
2001,NPL,BGD,2348.1256051444525,82.00055214725433,2430.126157291707
2002,NPL,BGD,31858.702129829355,498.7850516473875,32357.487181476743
2003,NPL,BGD,6206.699714198261,778.5609877109528,6985.260701909214
2004,NPL,BGD,36429.48686592853,513.7711490508169,36943.25801497934
2005,NPL,BGD,16909.19849288999,359.9835570363328,17269.182049926323
2006,NPL,BGD,5624.887881740331,658.1984871825204,6283.086368922852
2007,NPL,BGD,32486.9546983536,534.1119873011112,33021.06668565471
2008,NPL,BGD,38582.25282005222,508.8048163993564,39091.05763645158
2009,NPL,BGD,42596.20583477242,291.74955222144723,42887.95538699387
2010,NPL,BGD,11679.178540036268,342.15725343022496,12021.335793466493
2011,NPL,BGD,32126.004562953804,39.1582639901433,32165.162826943946
2012,NPL,BGD,9793.523490451797,195.88611608305948,9989.409606534857
2013,NPL,BGD,19638.296112620876,32.39363645268605,19670.68974907356
2014,NPL,BGD,52936.80634106182,143.74044413282536,53080.546785194645
2015,NPL,BGD,67669.97523388802,238.21082913158463,67908.1860630196
2016,NPL,BGD,24369.597668858478,378.0187230018317,24747.61639186031
2017,NPL,BGD,20483.24645267781,235.32572323558853,20718.5721759134
2018,NPL,BGD,53977.155022464554,74.8764796249452,54052.0315020895
2019,NPL,BGD,54047.12955276221,87.3706321462989,54134.50018490851
2000,NPL,BRN,3235.468049677461,0,3235.468049677461
2001,NPL,BRN,3309.1330911558866,0,3309.1330911558866
2002,NPL,BRN,7196.72373029381,0,7196.72373029381
2003,NPL,BRN,2518.8162106728555,0,2518.8162106728555
2004,NPL,BRN,4841.0723816545315,0,4841.0723816545315
2005,NPL,BRN,4805.975568771362,0,4805.975568771362
2006,NPL,BRN,2048.626861372739,0,2048.626861372739
2007,NPL,BRN,2715.9080984795096,0,2715.9080984795096
2008,NPL,BRN,5700.388429249525,0,5700.388429249525
2009,NPL,BRN,6744.399472826124,0,6744.399472826124
2010,NPL,BRN,8119.976725687086,0,8119.976725687086
2011,NPL,BRN,8503.562606413663,0,8503.562606413663
2012,NPL,BRN,8096.7724427869925,0,8096.7724427869925
2013,NPL,BRN,6286.728471186161,0,6286.728471186161
2014,NPL,BRN,2201.624596824497,0,2201.624596824497
2015,NPL,BRN,4945.000274796784,0,4945.000274796784
2016,NPL,BRN,8008.862569708272,0,8008.862569708272
2017,NPL,BRN,1998.7653738135705,0,1998.7653738135705
2018,NPL,BRN,1557.16431149469,0,1557.16431149469
2019,NPL,BRN,750.0272766961716,0,750.0272766961716
2000,NPL,BTN,319.720019351691,77067.59244152866,77387.31246088035
2001,NPL,BTN,97.3504493991565,197228.1813938153,197325.53184321444
2002,NPL,BTN,330.83995097263715,119881.15179934347,120211.99175031611
2003,NPL,BTN,767.5529214885272,32261.860628738403,33029.41355022693
2004,NPL,BTN,558.394856571937,184143.4509831458,184701.84583971775
2005,NPL,BTN,309.00116721726954,107997.60265052319,108306.60381774046
2006,NPL,BTN,747.7753112093359,121542.38353691383,122290.15884812316
2007,NPL,BTN,292.51834978014233,119978.31590995326,120270.83425973341
2008,NPL,BTN,1003.5523843019455,110808.21390607642,111811.76629037836
2009,NPL,BTN,554.8964230121393,67304.12708153858,67859.02350455071
2010,NPL,BTN,377.4775148829911,118885.3559419942,119262.8334568772
2011,NPL,BTN,1233.473219242217,74807.90544852726,76041.37866776949
2012,NPL,BTN,805.7892080943102,50333.54486389211,51139.33407198642
2013,NPL,BTN,370.93018363864155,45461.269817897446,45832.20000153609
2014,NPL,BTN,107.83124772248789,71347.8448742026,71455.67612192508
2015,NPL,BTN,927.1097164229025,42182.17411776446,43109.28383418736
2016,NPL,BTN,131.625500176032,27408.57505506142,27540.200555237454
2017,NPL,BTN,940.3269102925435,49183.740175310755,50124.067085603296
2018,NPL,BTN,887.2056618114234,32154.47671429978,33041.6823761112
2019,NPL,BTN,140.1956228488125,46276.877526460026,46417.07314930884
2000,NPL,CAN,2048.3147350589743,0,2048.3147350589743
2001,NPL,CAN,1426.9321968600525,0,1426.9321968600525
2002,NPL,CAN,4707.55717267191,0,4707.55717267191
2003,NPL,CAN,2426.275145478174,0,2426.275145478174
2004,NPL,CAN,1070.2362359597719,0,1070.2362359597719
2005,NPL,CAN,850.7601590156555,0,850.7601590156555
2006,NPL,CAN,6586.550423908047,0,6586.550423908047
2007,NPL,CAN,4707.011830957606,0,4707.011830957606
2008,NPL,CAN,2169.938511925284,0,2169.938511925284
2009,NPL,CAN,4935.0593742299825,0,4935.0593742299825
2010,NPL,CAN,12635.350682790624,0,12635.350682790624
2011,NPL,CAN,5553.172795174513,0,5553.172795174513
2012,NPL,CAN,13213.36678389553,0,13213.36678389553
2013,NPL,CAN,13996.35700738596,0,13996.35700738596
2014,NPL,CAN,17752.623272282435,0,17752.623272282435
2015,NPL,CAN,18965.71167013594,0,18965.71167013594
2016,NPL,CAN,18459.426803067,0,18459.426803067
2017,NPL,CAN,26182.040970204816,0,26182.040970204816
2018,NPL,CAN,4510.751920583518,0,4510.751920583518
2019,NPL,CAN,4888.304463212844,0,4888.304463212844
2000,NPL,CHN,0,19160.714878638275,19160.714878638275
2001,NPL,CHN,0,32582.18546751742,32582.18546751742
2002,NPL,CHN,0,32346.236255422606,32346.236255422606
2003,NPL,CHN,0,38035.11338371868,38035.11338371868
2004,NPL,CHN,0,24825.7300074026,24825.7300074026
2005,NPL,CHN,0,10577.690309032332,10577.690309032332
2006,NPL,CHN,0,9979.502950244954,9979.502950244954
2007,NPL,CHN,0,35364.25160369444,35364.25160369444
2008,NPL,CHN,0,16628.079271841703,16628.079271841703
2009,NPL,CHN,0,8750.500633135625,8750.500633135625
2010,NPL,CHN,0,14814.871907968074,14814.871907968074
2011,NPL,CHN,0,39298.18239899563,39298.18239899563
2012,NPL,CHN,0,3798.4541738834996,3798.4541738834996
2013,NPL,CHN,0,8097.332584050484,8097.332584050484
2014,NPL,CHN,0,25344.26704927027,25344.26704927027
2015,NPL,CHN,0,37894.397256817574,37894.397256817574
2016,NPL,CHN,0,34053.76403526645,34053.76403526645
2017,NPL,CHN,0,12861.715287543368,12861.715287543368
2018,NPL,CHN,0,3424.0312747091048,3424.0312747091048
2019,NPL,CHN,0,23964.774054167046,23964.774054167046
2000,NPL,COK,0,0,0
2001,NPL,COK,0,0,0
2002,NPL,COK,0,0,0
2003,NPL,COK,0,0,0
2004,NPL,COK,0,0,0
2005,NPL,COK,0,0,0
2006,NPL,COK,0,0,0
2007,NPL,COK,0,0,0
2008,NPL,COK,0,0,0
2009,NPL,COK,0,0,0
2010,NPL,COK,0,0,0
2011,NPL,COK,0,0,0
2012,NPL,COK,0,0,0
2013,NPL,COK,0,0,0
2014,NPL,COK,0,0,0
2015,NPL,COK,0,0,0
2016,NPL,COK,0,0,0
2017,NPL,COK,0,0,0
2018,NPL,COK,0,0,0
2019,NPL,COK,0,0,0
2000,NPL,EUR,3469.1545652056575,0,3469.1545652056575
2001,NPL,EUR,16895.250956337994,0,16895.250956337994
2002,NPL,EUR,20829.68386161155,0,20829.68386161155
2003,NPL,EUR,26039.4038214162,0,26039.4038214162
2004,NPL,EUR,54009.512890831706,0,54009.512890831706
2005,NPL,EUR,32914.110024472604,0,32914.110024472604
2006,NPL,EUR,20787.473997393998,0,20787.473997393998
2007,NPL,EUR,47013.05451875446,0,47013.05451875446
2008,NPL,EUR,15822.656191370112,0,15822.656191370112
2009,NPL,EUR,69560.86414968835,0,69560.86414968835
2010,NPL,EUR,55183.589294514066,0,55183.589294514066
2011,NPL,EUR,16585.083198835513,0,16585.083198835513
2012,NPL,EUR,7774.273353091441,0,7774.273353091441
2013,NPL,EUR,91733.34019524316,0,91733.34019524316
2014,NPL,EUR,72498.3391577825,0,72498.3391577825
2015,NPL,EUR,73464.8615076161,0,73464.8615076161
2016,NPL,EUR,20989.07528927049,0,20989.07528927049
2017,NPL,EUR,111734.90592250935,0,111734.90592250935
2018,NPL,EUR,102221.61428538166,0,102221.61428538166
2019,NPL,EUR,26378.97351389732,0,26378.97351389732
2000,NPL,FJI,0,0,0
2001,NPL,FJI,0,0,0
2002,NPL,FJI,0,0,0
2003,NPL,FJI,0,0,0
2004,NPL,FJI,0,0,0
2005,NPL,FJI,0,0,0
2006,NPL,FJI,0,0,0
2007,NPL,FJI,0,0,0
2008,NPL,FJI,0,0,0
2009,NPL,FJI,0,0,0
2010,NPL,FJI,0,0,0
2011,NPL,FJI,0,0,0
2012,NPL,FJI,0,0,0
2013,NPL,FJI,0,0,0
2014,NPL,FJI,0,0,0
2015,NPL,FJI,0,0,0
2016,NPL,FJI,0,0,0
2017,NPL,FJI,0,0,0
2018,NPL,FJI,0,0,0
2019,NPL,FJI,0,0,0
2000,NPL,FSM,0,0,0
2001,NPL,FSM,0,0,0
2002,NPL,FSM,0,0,0
2003,NPL,FSM,0,0,0
2004,NPL,FSM,0,0,0
2005,NPL,FSM,0,0,0
2006,NPL,FSM,0,0,0
2007,NPL,FSM,0,0,0
2008,NPL,FSM,0,0,0
2009,NPL,FSM,0,0,0
2010,NPL,FSM,0,0,0
2011,NPL,FSM,0,0,0
2012,NPL,FSM,0,0,0
2013,NPL,FSM,0,0,0
2014,NPL,FSM,0,0,0
2015,NPL,FSM,0,0,0
2016,NPL,FSM,0,0,0
2017,NPL,FSM,0,0,0
2018,NPL,FSM,0,0,0
2019,NPL,FSM,0,0,0
2000,NPL,GUM,0,0,0
2001,NPL,GUM,0,0,0
2002,NPL,GUM,0,0,0
2003,NPL,GUM,0,0,0
2004,NPL,GUM,0,0,0
2005,NPL,GUM,0,0,0
2006,NPL,GUM,0,0,0
2007,NPL,GUM,0,0,0
2008,NPL,GUM,0,0,0
2009,NPL,GUM,0,0,0
2010,NPL,GUM,0,0,0
2011,NPL,GUM,0,0,0
2012,NPL,GUM,0,0,0
2013,NPL,GUM,0,0,0
2014,NPL,GUM,0,0,0
2015,NPL,GUM,0,0,0
2016,NPL,GUM,0,0,0
2017,NPL,GUM,0,0,0
2018,NPL,GUM,0,0,0
2019,NPL,GUM,0,0,0
2000,NPL,HKG,1583.0818246268673,0,1583.0818246268673
2001,NPL,HKG,816.3956192311834,0,816.3956192311834
2002,NPL,HKG,6013.237597241178,0,6013.237597241178
2003,NPL,HKG,4570.441686357855,0,4570.441686357855
2004,NPL,HKG,7017.577070846167,0,7017.577070846167
2005,NPL,HKG,8905.157883398002,0,8905.157883398002
2006,NPL,HKG,13945.03315684885,0,13945.03315684885
2007,NPL,HKG,12070.311841827566,0,12070.311841827566
2008,NPL,HKG,3954.3763247371744,0,3954.3763247371744
2009,NPL,HKG,3345.0974977234664,0,3345.0974977234664
2010,NPL,HKG,13057.55442676409,0,13057.55442676409
2011,NPL,HKG,16572.66886478838,0,16572.66886478838
2012,NPL,HKG,1569.87446183051,0,1569.87446183051
2013,NPL,HKG,1174.2020067974927,0,1174.2020067974927
2014,NPL,HKG,12650.529485196314,0,12650.529485196314
2015,NPL,HKG,2545.1116404294044,0,2545.1116404294044
2016,NPL,HKG,12192.331427834986,0,12192.331427834986
2017,NPL,HKG,3445.7061241079127,0,3445.7061241079127
2018,NPL,HKG,3569.5074304122945,0,3569.5074304122945
2019,NPL,HKG,5818.7448603631465,0,5818.7448603631465
2000,NPL,IDN,0,0,0
2001,NPL,IDN,0,0,0
2002,NPL,IDN,0,0,0
2003,NPL,IDN,0,0,0
2004,NPL,IDN,0,0,0
2005,NPL,IDN,0,0,0
2006,NPL,IDN,0,0,0
2007,NPL,IDN,0,0,0
2008,NPL,IDN,0,0,0
2009,NPL,IDN,0,0,0
2010,NPL,IDN,0,0,0
2011,NPL,IDN,0,0,0
2012,NPL,IDN,0,0,0
2013,NPL,IDN,0,0,0
2014,NPL,IDN,0,0,0
2015,NPL,IDN,0,0,0
2016,NPL,IDN,0,0,0
2017,NPL,IDN,0,0,0
2018,NPL,IDN,0,0,0
2019,NPL,IDN,0,0,0
2000,NPL,IND,229121.23377402383,511891.0501075792,741012.283881603
2001,NPL,IND,1111282.8464155765,794326.0532387823,1905608.8996543589
2002,NPL,IND,317159.0132462523,422610.55750770343,739769.5707539557
2003,NPL,IND,533232.98394758,642564.3805332106,1175797.3644807907
2004,NPL,IND,228818.77378761832,575656.9096839238,804475.6834715421
2005,NPL,IND,264018.12264383445,263412.02090719156,527430.143551026
2006,NPL,IND,228820.60346020374,849012.1530240665,1077832.75648427
2007,NPL,IND,873895.5314521606,79678.49038406071,953574.0218362212
2008,NPL,IND,684508.1682665541,488649.07524918736,1173157.2435157415
2009,NPL,IND,963609.347196653,180652.09415066853,1144261.4413473215
2010,NPL,IND,353320.4144341598,269394.62323967274,622715.0376738326
2011,NPL,IND,956223.2482507798,140723.23292656895,1096946.4811773486
2012,NPL,IND,520881.95928423625,700411.1276913085,1221293.0869755447
2013,NPL,IND,314136.3318976449,107736.22432286467,421872.5562205096
2014,NPL,IND,174949.6042784573,383334.275594062,558283.8798725193
2015,NPL,IND,636925.9274674233,600342.6987612057,1237268.626228629
2016,NPL,IND,660010.9946453882,305728.61491477,965739.6095601582
2017,NPL,IND,313843.7363129945,90567.79114186321,404411.5274548577
2018,NPL,IND,249505.50379676837,374394.17470084596,623899.6784976143
2019,NPL,IND,922271.2353025571,154909.66584443918,1077180.9011469963
2000,NPL,IRN,0,0,0
2001,NPL,IRN,0,0,0
2002,NPL,IRN,0,0,0
2003,NPL,IRN,0,0,0
2004,NPL,IRN,0,0,0
2005,NPL,IRN,0,0,0
2006,NPL,IRN,0,0,0
2007,NPL,IRN,0,0,0
2008,NPL,IRN,0,0,0
2009,NPL,IRN,0,0,0
2010,NPL,IRN,0,0,0
2011,NPL,IRN,0,0,0
2012,NPL,IRN,0,0,0
2013,NPL,IRN,0,0,0
2014,NPL,IRN,0,0,0
2015,NPL,IRN,0,0,0
2016,NPL,IRN,0,0,0
2017,NPL,IRN,0,0,0
2018,NPL,IRN,0,0,0
2019,NPL,IRN,0,0,0
2000,NPL,JPN,0,0,0
2001,NPL,JPN,0,0,0
2002,NPL,JPN,0,0,0
2003,NPL,JPN,0,0,0
2004,NPL,JPN,0,0,0
2005,NPL,JPN,0,0,0
2006,NPL,JPN,0,0,0
2007,NPL,JPN,0,0,0
2008,NPL,JPN,0,0,0
2009,NPL,JPN,0,0,0
2010,NPL,JPN,0,0,0
2011,NPL,JPN,0,0,0
2012,NPL,JPN,0,0,0
2013,NPL,JPN,0,0,0
2014,NPL,JPN,0,0,0
2015,NPL,JPN,0,0,0
2016,NPL,JPN,0,0,0
2017,NPL,JPN,0,0,0
2018,NPL,JPN,0,0,0
2019,NPL,JPN,0,0,0
2000,NPL,KHM,138.4203863568604,0,138.4203863568604
2001,NPL,KHM,81.64807872590609,0,81.64807872590609
2002,NPL,KHM,42.82866625422612,0,42.82866625422612
2003,NPL,KHM,63.594562591426076,0,63.594562591426076
2004,NPL,KHM,51.25483469907195,0,51.25483469907195
2005,NPL,KHM,117.37654911861756,0,117.37654911861756
2006,NPL,KHM,52.50839592149481,0,52.50839592149481
2007,NPL,KHM,28.53007849704474,0,28.53007849704474
2008,NPL,KHM,65.61753408640622,0,65.61753408640622
2009,NPL,KHM,15.995224665896963,0,15.995224665896963
2010,NPL,KHM,32.47520552948117,0,32.47520552948117
2011,NPL,KHM,36.75040793181397,0,36.75040793181397
2012,NPL,KHM,49.072749361395836,0,49.072749361395836
2013,NPL,KHM,48.64180568102747,0,48.64180568102747
2014,NPL,KHM,80.54950811313465,0,80.54950811313465
2015,NPL,KHM,21.026994431857016,0,21.026994431857016
2016,NPL,KHM,77.13775134831667,0,77.13775134831667
2017,NPL,KHM,20.811503439582882,0,20.811503439582882
2018,NPL,KHM,52.45598565861582,0,52.45598565861582
2019,NPL,KHM,25.344772575842214,0,25.344772575842214
2000,NPL,KIR,0,0,0
2001,NPL,KIR,0,0,0
2002,NPL,KIR,0,0,0
2003,NPL,KIR,0,0,0
2004,NPL,KIR,0,0,0
2005,NPL,KIR,0,0,0
2006,NPL,KIR,0,0,0
2007,NPL,KIR,0,0,0
2008,NPL,KIR,0,0,0
2009,NPL,KIR,0,0,0
2010,NPL,KIR,0,0,0
2011,NPL,KIR,0,0,0
2012,NPL,KIR,0,0,0
2013,NPL,KIR,0,0,0
2014,NPL,KIR,0,0,0
2015,NPL,KIR,0,0,0
2016,NPL,KIR,0,0,0
2017,NPL,KIR,0,0,0
2018,NPL,KIR,0,0,0
2019,NPL,KIR,0,0,0
2000,NPL,KOR,1824.110077008605,0,1824.110077008605
2001,NPL,KOR,624.6527422795073,0,624.6527422795073
2002,NPL,KOR,2261.772518933881,0,2261.772518933881
2003,NPL,KOR,4393.138577901497,0,4393.138577901497
2004,NPL,KOR,7537.269567857348,0,7537.269567857348
2005,NPL,KOR,1305.1902994668576,0,1305.1902994668576
2006,NPL,KOR,5202.2474452936085,0,5202.2474452936085
2007,NPL,KOR,7809.45691119819,0,7809.45691119819
2008,NPL,KOR,5854.417232702859,0,5854.417232702859
2009,NPL,KOR,9861.389504506951,0,9861.389504506951
2010,NPL,KOR,4431.322641690914,0,4431.322641690914
2011,NPL,KOR,16038.677086203807,0,16038.677086203807
2012,NPL,KOR,12593.30003454854,0,12593.30003454854
2013,NPL,KOR,9840.523597267866,0,9840.523597267866
2014,NPL,KOR,2750.005375054301,0,2750.005375054301
2015,NPL,KOR,6400.3757084059525,0,6400.3757084059525
2016,NPL,KOR,3129.6280557178898,0,3129.6280557178898
2017,NPL,KOR,4478.190351439407,0,4478.190351439407
2018,NPL,KOR,2691.284015973495,0,2691.284015973495
2019,NPL,KOR,8715.416166289338,0,8715.416166289338
2000,NPL,LAO,0,0,0
2001,NPL,LAO,0,0,0
2002,NPL,LAO,0,0,0
2003,NPL,LAO,0,0,0
2004,NPL,LAO,0,0,0
2005,NPL,LAO,0,0,0
2006,NPL,LAO,0,0,0
2007,NPL,LAO,0,0,0
2008,NPL,LAO,0,0,0
2009,NPL,LAO,0,0,0
2010,NPL,LAO,0,0,0
2011,NPL,LAO,0,0,0
2012,NPL,LAO,0,0,0
2013,NPL,LAO,0,0,0
2014,NPL,LAO,0,0,0
2015,NPL,LAO,0,0,0
2016,NPL,LAO,0,0,0
2017,NPL,LAO,0,0,0
2018,NPL,LAO,0,0,0
2019,NPL,LAO,0,0,0
2000,NPL,LKA,127.87525060717016,154.02068258500657,281.8959331921767
2001,NPL,LKA,153.88091089184394,58.47051391221582,212.35142480405977
2002,NPL,LKA,56.409367955923074,98.67325828887522,155.0826262447983
2003,NPL,LKA,189.90560217747466,96.86989544766024,286.7754976251349
2004,NPL,LKA,207.80896950393918,28.259057464366776,236.06802696830596
2005,NPL,LKA,152.79575195405633,22.567843872308735,175.36359582636507
2006,NPL,LKA,106.3818659772165,39.476449836278334,145.85831581349484
2007,NPL,LKA,27.965077617671312,87.95173171181231,115.91680932948363
2008,NPL,LKA,292.53761223554613,90.53962366445921,383.07723590000535
2009,NPL,LKA,68.83486540149897,23.981953892111775,92.81681929361075
2010,NPL,LKA,189.06997803896664,40.31055724658072,229.38053528554735
2011,NPL,LKA,181.33436349304392,77.93407702138649,259.2684405144304
2012,NPL,LKA,484.4879845592659,49.374307335587226,533.8622918948531
2013,NPL,LKA,126.64413490705189,14.644584158249202,141.2887190653011
2014,NPL,LKA,423.36616578060205,7.143887835787609,430.51005361638965
2015,NPL,LKA,469.784726932738,15.330612559523434,485.11533949226146
2016,NPL,LKA,431.7345408868278,24.19854702341836,455.9330879102462
2017,NPL,LKA,91.83196655120699,73.52636017045006,165.35832672165705
2018,NPL,LKA,494.5811052057194,28.750643702084197,523.3317489078036
2019,NPL,LKA,516.1057598609477,19.863896966911852,535.9696568278596
2000,NPL,MAC,0,0,0
2001,NPL,MAC,0,0,0
2002,NPL,MAC,0,0,0
2003,NPL,MAC,0,0,0
2004,NPL,MAC,0,0,0
2005,NPL,MAC,0,0,0
2006,NPL,MAC,0,0,0
2007,NPL,MAC,0,0,0
2008,NPL,MAC,0,0,0
2009,NPL,MAC,0,0,0
2010,NPL,MAC,0,0,0
2011,NPL,MAC,0,0,0
2012,NPL,MAC,0,0,0
2013,NPL,MAC,0,0,0
2014,NPL,MAC,0,0,0
2015,NPL,MAC,0,0,0
2016,NPL,MAC,0,0,0
2017,NPL,MAC,0,0,0
2018,NPL,MAC,0,0,0
2019,NPL,MAC,0,0,0
2000,NPL,MDV,0,0,0
2001,NPL,MDV,0,0,0
2002,NPL,MDV,0,0,0
2003,NPL,MDV,0,0,0
2004,NPL,MDV,0,0,0
2005,NPL,MDV,0,0,0
2006,NPL,MDV,0,0,0
2007,NPL,MDV,0,0,0
2008,NPL,MDV,0,0,0
2009,NPL,MDV,0,0,0
2010,NPL,MDV,0,0,0
2011,NPL,MDV,0,0,0
2012,NPL,MDV,0,0,0
2013,NPL,MDV,0,0,0
2014,NPL,MDV,0,0,0
2015,NPL,MDV,0,0,0
2016,NPL,MDV,0,0,0
2017,NPL,MDV,0,0,0
2018,NPL,MDV,0,0,0
2019,NPL,MDV,0,0,0
2000,NPL,MHL,0,0,0
2001,NPL,MHL,0,0,0
2002,NPL,MHL,0,0,0
2003,NPL,MHL,0,0,0
2004,NPL,MHL,0,0,0
2005,NPL,MHL,0,0,0
2006,NPL,MHL,0,0,0
2007,NPL,MHL,0,0,0
2008,NPL,MHL,0,0,0
2009,NPL,MHL,0,0,0
2010,NPL,MHL,0,0,0
2011,NPL,MHL,0,0,0
2012,NPL,MHL,0,0,0
2013,NPL,MHL,0,0,0
2014,NPL,MHL,0,0,0
2015,NPL,MHL,0,0,0
2016,NPL,MHL,0,0,0
2017,NPL,MHL,0,0,0
2018,NPL,MHL,0,0,0
2019,NPL,MHL,0,0,0
2000,NPL,MMR,0,0,0
2001,NPL,MMR,0,0,0
2002,NPL,MMR,0,0,0
2003,NPL,MMR,0,0,0
2004,NPL,MMR,0,0,0
2005,NPL,MMR,0,0,0
2006,NPL,MMR,0,0,0
2007,NPL,MMR,0,0,0
2008,NPL,MMR,0,0,0
2009,NPL,MMR,0,0,0
2010,NPL,MMR,0,0,0
2011,NPL,MMR,0,0,0
2012,NPL,MMR,0,0,0
2013,NPL,MMR,0,0,0
2014,NPL,MMR,0,0,0
2015,NPL,MMR,0,0,0
2016,NPL,MMR,0,0,0
2017,NPL,MMR,0,0,0
2018,NPL,MMR,0,0,0
2019,NPL,MMR,0,0,0
2000,NPL,MNG,0,0,0
2001,NPL,MNG,0,0,0
2002,NPL,MNG,0,0,0
2003,NPL,MNG,0,0,0
2004,NPL,MNG,0,0,0
2005,NPL,MNG,0,0,0
2006,NPL,MNG,0,0,0
2007,NPL,MNG,0,0,0
2008,NPL,MNG,0,0,0
2009,NPL,MNG,0,0,0
2010,NPL,MNG,0,0,0
2011,NPL,MNG,0,0,0
2012,NPL,MNG,0,0,0
2013,NPL,MNG,0,0,0
2014,NPL,MNG,0,0,0
2015,NPL,MNG,0,0,0
2016,NPL,MNG,0,0,0
2017,NPL,MNG,0,0,0
2018,NPL,MNG,0,0,0
2019,NPL,MNG,0,0,0
2000,NPL,MNP,444.05977732380853,0,444.05977732380853
2001,NPL,MNP,42.850493288366124,0,42.850493288366124
2002,NPL,MNP,142.68265001464636,0,142.68265001464636
2003,NPL,MNP,274.46116915722376,0,274.46116915722376
2004,NPL,MNP,350.70658037702555,0,350.70658037702555
2005,NPL,MNP,77.82778380047529,0,77.82778380047529
2006,NPL,MNP,198.54953194618224,0,198.54953194618224
